F1,F2,F3,F4,F5,X,Y,Z,C1,C2,cl
401,694,362,717,602,143,150,45,0,1,hello
604,873,554,672,400,118,50,109,1,0,opposite
735,334,333,863,735,92,208,181,0,1,nine
434,712,429,398,700,155,29,173,0,1,your
679,736,460,814,856,117,208,135,0,1,happy
614,510,488,410,442,216,102,187,0,0,six
436,789,804,786,500,178,224,200,0,1,two
814,821,412,410,413,111,84,101,0,1,of
622,841,750,483,464,66,35,187,0,0,has
408,880,445,559,446,76,131,123,0,1,hours
648,362,853,862,695,107,69,205,0,0,home
396,584,782,405,633,201,224,180,0,0,x
556,438,465,567,499,60,180,82,0,0,yesterday
874,532,716,793,876,5,103,146,0,1,p
502,695,517,378,657,162,31,210,0,1,your
447,881,840,880,386,99,126,209,0,0,twenty
483,420,786,580,766,32,53,135,0,1,eat
548,517,528,568,499,74,195,97,0,1,yesterday
514,406,765,587,774,44,38,144,1,1,eat
458,525,815,687,801,21,187,116,0,1,him
736,745,766,525,809,199,36,199,0,1,v
792,418,642,674,549,80,230,105,0,0,you
393,660,657,666,428,45,53,122,0,0,l
440,833,766,899,585,162,177,3,1,0,their
547,463,583,442,534,70,60,200,0,1,hungry
757,854,724,346,701,188,79,121,1,0,r
549,867,402,734,690,149,56,102,0,1,one
812,505,537,700,788,77,60,67,0,0,c
663,389,451,517,558,118,78,226,0,1,why
405,649,620,669,409,35,44,144,1,0,l
843,511,545,672,806,73,71,75,0,0,c
780,392,718,427,489,140,222,104,1,0,year
864,383,354,833,782,227,172,79,1,0,he
372,671,370,740,586,149,136,28,0,1,hello
912,453,643,571,625,179,25,243,1,0,m
549,862,412,724,694,160,40,67,0,1,one
365,448,818,591,627,222,82,182,1,1,d
381,708,846,396,430,105,208,43,1,1,hand
918,425,634,597,629,178,11,231,1,0,m
611,840,725,458,473,62,34,207,1,0,has
464,872,396,504,865,97,156,107,0,0,three
719,457,716,641,481,208,67,159,0,0,or
349,698,329,727,630,136,134,57,0,1,hello
545,554,737,589,788,71,238,47,0,0,which
551,600,447,716,859,31,103,19,0,0,w
549,563,594,458,496,193,196,209,0,0,hour
870,383,619,615,630,179,26,224,1,1,m
593,519,474,605,829,91,62,108,0,1,hands
684,437,820,868,686,120,58,191,0,0,home
520,631,700,424,446,84,77,147,0,0,u
664,777,657,499,860,51,173,51,1,0,drink
570,848,380,737,707,143,42,88,0,1,one
628,662,821,404,626,130,95,90,0,0,what
617,337,550,603,840,73,23,48,1,0,other
730,850,412,445,806,42,180,81,0,0,i
789,825,424,407,450,104,55,98,1,0,of
667,630,469,822,354,24,92,20,1,1,age
520,611,662,473,849,55,214,53,0,0,seven
640,698,502,830,813,123,176,118,0,1,happy
784,905,567,794,426,51,154,231,1,0,take
619,713,870,716,828,144,58,148,0,1,f
644,738,652,697,876,203,64,42,0,1,thank
533,603,678,457,846,25,200,41,0,0,seven
818,410,724,400,542,124,216,101,0,0,year
856,353,349,865,853,225,184,77,1,0,he
645,787,430,891,839,87,184,58,1,1,b
800,893,750,384,702,174,92,118,1,0,r
674,359,635,872,545,21,45,55,0,1,h
645,395,540,622,849,76,0,36,1,0,other
465,643,495,345,673,126,26,202,1,1,your
627,570,540,830,400,52,75,48,0,0,age
428,380,459,344,795,105,153,213,0,0,outside
445,825,411,503,860,88,158,74,0,0,three
725,438,693,621,490,200,50,127,0,0,or
624,592,723,432,700,165,224,80,1,0,t
794,860,450,567,422,65,62,178,0,1,five
608,585,509,589,843,92,85,96,0,1,hands
513,575,783,547,810,47,232,57,0,0,which
522,754,456,565,644,160,162,159,1,1,s
474,816,429,516,879,91,166,86,0,0,three
651,394,488,526,614,145,63,213,0,1,why
512,685,573,597,560,164,37,145,1,0,where
618,569,485,596,847,101,57,79,0,1,hands
878,347,343,833,783,245,170,74,1,0,he
542,560,751,541,803,55,251,38,0,0,which
663,635,819,353,622,162,98,88,1,0,what
418,368,805,488,382,140,75,97,1,1,no
741,869,445,437,734,40,185,88,0,0,i
782,838,379,403,408,126,95,105,0,0,of
524,749,478,562,617,166,138,175,1,1,s
605,765,504,479,742,196,78,110,0,0,g
612,618,573,407,475,188,171,214,0,0,hour
630,401,835,859,644,105,59,202,1,0,home
452,531,814,685,875,20,182,105,0,1,him
536,466,703,536,857,120,175,198,1,0,apple
664,766,655,719,869,201,79,57,0,0,thank
890,415,424,418,910,59,156,139,1,1,heavy
657,724,667,725,836,211,78,54,0,1,thank
547,806,374,777,740,162,32,80,1,1,one
536,458,481,537,517,55,188,104,0,0,yesterday
615,753,525,437,760,212,57,113,1,0,g
386,692,369,714,637,132,122,29,0,1,hello
732,429,515,865,858,232,64,167,0,1,half
632,817,645,551,604,108,77,68,1,0,q
807,876,550,773,433,65,165,201,0,0,take
687,644,488,490,448,7,44,169,1,1,house
540,613,749,490,457,119,91,135,1,0,u
675,425,529,602,913,65,16,43,1,0,other
667,484,425,890,387,129,81,74,0,1,y
777,730,707,514,834,213,36,173,0,1,v
608,592,587,406,484,175,202,185,0,0,hour
685,377,584,607,863,58,48,62,1,1,other
616,707,884,729,881,155,66,172,0,1,f
670,417,809,865,658,125,74,202,0,0,home
600,731,541,481,752,215,78,119,1,0,g
878,493,746,758,876,31,73,175,0,1,p
589,849,494,869,490,200,168,65,1,0,head
533,523,868,898,447,74,106,204,0,1,k
707,618,518,881,385,31,105,31,1,1,age
804,373,691,382,526,120,235,83,0,0,year
489,562,476,378,418,215,253,36,1,1,them
804,818,605,572,811,227,96,230,1,0,years
394,610,517,459,893,192,218,64,0,0,n
589,562,690,361,705,190,243,60,1,0,t
551,775,478,513,613,181,138,177,1,1,s
438,670,339,761,634,125,137,28,0,1,hello
807,862,398,377,435,120,82,83,0,0,of
390,722,675,659,458,43,49,106,0,0,l
577,447,479,566,498,33,174,94,0,0,yesterday
717,432,692,649,451,202,31,121,0,0,or
488,665,549,563,535,158,14,114,1,0,where
851,544,831,629,721,18,148,99,0,0,four
846,371,348,836,708,101,196,182,0,1,nine
777,391,769,377,501,117,236,73,1,0,year
677,703,416,473,460,27,46,188,0,1,house
544,452,846,882,420,66,73,194,0,1,k
602,642,561,626,427,20,195,64,0,1,time
755,846,471,660,463,122,176,212,1,1,once
626,870,740,453,459,63,38,212,0,0,has
701,397,525,869,797,226,65,176,0,1,half
405,767,789,783,464,176,213,198,0,1,two
613,642,839,357,602,156,99,81,1,0,what
567,522,539,428,448,210,113,205,0,0,six
684,402,497,474,620,122,81,217,0,1,why
475,437,792,584,785,33,48,149,0,1,eat
524,694,581,589,531,169,48,135,1,0,where
793,548,486,701,787,63,62,64,0,0,c
793,499,711,785,835,220,168,125,1,0,food
660,741,477,840,865,147,192,129,0,1,happy
672,486,537,879,794,215,48,153,0,1,half
645,444,441,495,636,137,43,246,0,1,why
340,445,530,738,515,76,220,208,0,0,hair
652,827,587,547,620,116,52,61,1,0,q
379,720,877,417,506,112,191,73,1,1,hand
512,429,821,846,444,75,93,187,0,1,k
424,387,791,462,395,133,69,127,1,1,no
389,736,807,786,475,176,239,209,0,1,two
395,606,843,538,334,202,216,57,1,1,old
873,588,837,575,764,33,136,112,0,0,four
605,898,577,668,399,111,31,128,0,0,opposite
699,775,715,495,873,183,23,192,0,1,v
377,841,344,400,827,207,74,168,1,0,ten
801,920,676,413,660,185,40,130,1,0,r
362,435,808,586,639,171,85,191,1,1,d
626,406,847,855,682,131,69,205,0,1,home
467,869,789,900,367,53,151,170,0,0,twenty
891,491,766,730,869,31,78,168,0,1,p
772,821,434,661,409,130,177,205,1,1,once
654,745,486,872,837,136,187,142,0,1,happy
365,717,314,745,609,148,127,49,0,1,hello
585,386,576,410,521,62,53,190,0,1,hungry
435,560,547,783,417,207,176,55,1,1,thirty
665,849,448,847,829,89,192,43,1,1,b
822,831,344,396,432,125,89,94,0,0,of
679,793,416,820,855,97,200,44,1,1,b
378,791,789,484,392,78,75,125,1,1,a
367,421,381,395,459,11,59,23,1,0,e
619,844,450,856,502,215,156,59,1,0,head
486,533,869,690,861,24,207,101,1,1,him
668,820,629,539,673,137,69,59,1,0,q
632,427,620,430,554,58,46,202,0,1,hungry
554,538,691,348,688,155,233,72,1,1,t
456,625,536,436,899,194,222,15,0,0,n
802,906,405,383,480,148,86,94,0,0,of
466,398,784,575,809,34,36,133,0,0,eat
559,657,741,446,439,111,89,133,1,0,u
367,431,539,733,520,57,210,225,0,0,hair
711,837,522,742,389,186,62,116,1,1,yes
656,784,502,859,884,88,204,53,1,1,b
581,915,542,675,422,94,32,141,1,0,opposite
473,463,776,507,654,138,220,168,0,1,water
450,798,418,552,591,172,148,166,1,1,s
735,557,742,830,820,207,176,125,1,0,food
735,489,474,888,805,233,55,174,0,0,half
550,649,695,434,500,117,104,154,1,0,u
853,498,719,703,864,35,83,162,0,1,p
398,453,557,728,494,96,211,238,0,0,hair
451,350,420,382,718,105,128,231,0,0,outside
467,476,734,527,709,134,212,184,0,1,water
735,501,478,861,807,226,74,191,0,1,half
685,415,692,625,433,193,67,126,0,0,or
545,438,727,526,846,115,192,205,1,0,apple
663,695,468,487,455,34,29,188,0,1,house
588,437,608,415,501,48,60,216,0,1,hungry
376,469,540,763,529,99,237,222,0,0,hair
360,453,393,359,484,11,36,42,1,0,e
648,454,407,888,437,141,109,62,0,1,y
547,826,422,730,677,137,11,97,0,1,one
654,820,601,576,683,114,81,47,1,0,q
926,451,459,434,875,27,139,116,1,0,heavy
649,402,455,507,614,115,76,217,0,1,why
668,816,424,867,852,89,184,45,1,1,b
874,402,389,815,839,230,177,85,1,0,he
531,865,500,930,442,187,170,68,1,0,head
666,458,417,884,489,127,96,85,0,1,y
382,600,481,727,443,199,172,50,1,1,thirty
857,525,495,715,798,79,74,61,0,0,c
367,500,657,400,869,224,242,181,0,1,when
808,881,555,756,416,33,155,205,0,0,take
684,412,732,689,425,209,42,127,0,0,or
524,488,869,849,421,51,88,198,0,0,k
601,924,545,664,380,113,29,134,1,0,opposite
446,789,720,818,631,55,141,49,0,1,sixty
694,824,453,871,842,112,190,59,1,1,b
445,364,814,440,405,117,53,107,1,1,no
467,881,765,898,580,147,181,30,1,0,their
448,847,387,529,893,100,153,118,0,0,three
642,779,540,546,607,131,57,43,1,0,q
722,463,439,912,417,119,100,81,0,1,y
725,904,485,778,367,186,51,141,1,1,yes
477,871,770,920,370,81,116,194,0,0,twenty
875,455,872,415,627,45,203,160,1,0,hate
913,532,721,768,842,42,103,156,0,1,p
768,514,735,810,806,221,179,112,1,0,food
615,822,770,444,478,45,46,231,0,0,has
476,733,482,380,700,130,18,157,0,1,your
779,537,710,854,843,227,171,122,1,0,food
883,391,493,438,874,58,147,124,1,0,heavy
811,590,751,735,791,190,209,210,1,1,z
397,446,385,355,478,10,61,44,1,0,e
495,586,671,500,824,54,211,64,0,0,seven
609,738,519,452,466,2,11,183,0,1,house
358,477,526,712,546,87,212,218,0,0,hair
426,853,446,524,928,90,182,112,0,0,three
661,439,540,611,887,78,96,63,1,0,eight
499,681,438,369,497,77,225,223,1,1,her
352,776,789,505,326,60,75,124,1,1,a
431,843,406,523,881,75,153,100,0,1,three
352,459,529,760,566,98,218,216,0,0,hair
370,485,640,365,864,212,224,184,0,1,when
872,564,613,792,482,199,35,214,1,0,j
849,409,641,580,584,185,15,241,1,0,m
614,851,572,698,393,103,25,123,1,0,opposite
718,441,503,853,842,241,39,176,0,1,half
579,694,839,713,845,181,60,163,0,1,f
896,455,861,413,643,71,199,164,1,0,hate
654,781,521,481,746,196,79,125,1,0,g
594,824,739,435,493,83,35,208,0,0,has
417,487,823,659,841,45,210,88,0,1,him
892,844,668,457,385,180,189,103,0,1,have
374,494,659,346,846,224,200,173,1,1,when
443,600,484,788,455,202,183,47,1,1,thirty
807,391,776,416,527,93,216,69,1,0,year
441,596,790,413,603,220,198,186,1,0,x
818,365,367,840,835,251,180,116,1,0,he
663,816,568,583,684,121,66,47,1,0,q
619,612,840,314,550,164,97,100,1,0,what
857,404,447,424,875,43,145,135,1,0,heavy
841,460,869,423,627,54,190,167,1,0,hate
625,404,560,577,855,77,88,53,1,0,eight
597,429,824,839,643,98,68,184,0,0,home
781,832,465,653,461,125,143,209,1,0,once
480,372,407,365,729,90,127,220,0,0,outside
386,895,506,556,438,83,112,145,0,1,hours
776,897,716,357,624,161,71,159,1,0,r
445,676,477,347,732,122,31,186,0,1,your
461,630,815,440,612,223,216,160,1,0,x
695,464,475,821,797,227,45,179,0,1,half
389,338,805,459,382,114,48,108,1,1,no
591,864,736,415,458,38,53,207,0,0,has
702,872,474,768,397,184,14,121,1,1,yes
761,551,681,856,823,200,167,135,1,0,food
750,862,448,476,782,66,196,83,1,0,i
754,408,746,341,509,123,230,71,1,0,year
766,555,716,802,782,172,192,201,1,1,z
753,847,380,680,451,117,146,199,1,1,once
351,438,506,733,575,93,217,241,0,0,hair
725,412,692,653,465,217,29,133,0,0,or
801,858,451,573,414,74,82,153,0,1,five
655,407,570,616,860,64,15,44,1,0,other
400,793,803,496,366,50,106,143,1,1,a
549,854,501,908,450,198,180,65,1,0,head
836,379,588,740,554,137,58,195,1,0,how
597,510,478,397,451,198,98,183,0,0,six
894,839,631,428,373,170,200,91,0,1,have
468,471,860,643,884,12,189,78,0,1,him
512,539,660,483,836,48,210,40,0,0,seven
667,417,595,575,865,64,29,51,1,1,other
792,778,761,492,848,203,45,185,0,1,v
830,340,316,877,668,100,215,177,0,1,nine
555,828,407,718,727,171,41,96,0,1,one
772,864,478,552,418,56,59,163,0,1,five
849,368,288,844,787,254,182,106,1,1,he
727,874,485,765,356,152,41,148,1,1,yes
423,881,470,576,442,87,99,145,0,0,hours
395,756,804,432,479,114,209,55,1,1,hand
666,796,498,771,352,175,37,122,1,1,yes
688,803,469,842,796,95,211,62,1,1,b
433,682,511,398,708,183,32,179,1,1,your
639,483,423,866,431,119,95,57,0,1,y
857,386,526,786,478,135,70,204,1,1,how
663,722,408,446,456,7,2,205,0,1,house
521,487,748,528,899,108,168,216,1,0,apple
358,662,375,752,614,134,131,14,0,1,hello
421,800,831,803,455,155,215,188,0,1,two
463,717,465,352,655,146,31,166,0,1,your
661,572,514,817,378,49,57,32,1,1,age
447,596,473,783,433,207,170,27,1,0,thirty
493,611,660,516,808,73,216,50,0,0,seven
408,694,800,458,422,104,205,41,1,1,hand
654,690,471,436,478,46,51,179,0,1,house
508,705,600,608,558,161,68,155,1,0,where
669,818,602,576,616,131,64,54,1,0,q
856,823,579,585,793,218,116,214,1,1,years
791,904,722,367,701,197,87,136,1,0,r
594,579,491,610,860,87,81,121,0,1,hands
412,664,614,694,478,32,29,152,0,0,l
898,546,602,823,505,202,18,199,1,1,j
621,594,758,418,725,170,225,85,1,0,t
883,550,582,727,471,229,5,220,1,1,j
470,489,760,497,657,130,203,166,0,1,water
878,821,670,441,400,172,201,115,0,1,have
466,362,463,393,786,96,159,220,0,0,outside
482,398,444,390,745,105,126,230,0,0,outside
389,411,372,330,528,21,71,32,1,0,e
528,783,412,569,586,178,155,159,1,1,s
704,395,632,889,531,56,70,50,1,1,h
633,758,513,451,753,214,85,116,1,0,g
571,622,443,644,906,23,82,27,0,0,w
812,401,599,706,508,74,214,72,0,0,you
470,675,474,338,683,148,15,180,0,1,your
608,814,784,465,463,53,44,207,0,0,has
722,473,718,673,467,178,67,141,0,0,or
437,899,792,880,346,83,136,194,0,0,twenty
384,907,322,438,842,215,53,152,1,0,ten
543,440,520,583,478,60,174,100,0,0,yesterday
417,581,506,391,949,197,217,27,0,0,n
391,872,465,565,435,93,114,133,0,1,hours
727,440,671,854,598,53,81,52,0,1,h
417,562,825,577,550,103,172,142,1,0,fifty
763,869,717,352,726,177,55,116,1,0,r
684,405,666,878,593,50,64,44,0,1,h
519,781,457,546,581,172,149,150,1,1,s
345,722,365,741,586,142,138,32,0,1,hello
685,546,542,817,666,35,201,104,0,1,o
378,724,810,434,446,120,204,66,1,1,hand
468,823,416,539,892,80,183,100,0,0,three
516,763,460,562,596,177,147,137,1,1,s
526,579,761,560,815,64,221,42,0,1,which
532,559,736,529,811,49,230,49,0,0,which
775,859,408,542,433,53,61,170,1,1,five
467,363,770,456,383,125,53,108,1,1,no
714,838,475,754,347,168,44,139,1,1,yes
497,500,867,824,445,50,91,178,0,1,k
462,757,717,819,625,62,131,62,0,1,sixty
371,643,857,546,358,238,223,57,1,1,old
673,701,646,754,891,194,72,69,0,1,thank
695,709,429,421,454,23,23,187,0,1,house
717,465,494,879,796,226,96,173,0,1,half
554,595,451,692,929,6,75,30,0,0,w
574,491,505,372,471,208,101,178,0,0,six
421,747,796,773,508,164,212,208,0,1,two
662,403,426,534,635,124,71,224,0,1,why
502,620,700,458,434,111,87,122,1,0,u
348,508,542,775,550,92,207,224,0,0,hair
558,817,372,729,737,141,51,82,0,1,one
595,654,563,634,354,30,200,68,0,1,time
619,770,712,537,839,39,167,17,1,0,drink
516,833,458,592,597,176,129,176,0,1,s
578,603,749,558,782,65,228,28,0,0,which
407,342,836,499,409,119,55,108,1,0,no
798,603,746,725,757,201,222,180,1,1,z
788,403,337,841,781,91,195,199,0,1,nine
796,403,607,661,543,88,212,101,0,0,you
568,651,584,431,467,198,203,219,1,0,hour
726,453,520,854,804,247,70,182,0,1,half
504,715,571,599,525,148,45,148,1,0,where
603,810,718,468,438,65,30,211,0,0,has
904,877,622,418,325,175,198,117,0,1,have
674,717,471,451,445,42,54,187,0,1,house
558,812,367,711,706,152,42,85,0,0,one
452,361,798,468,370,118,76,114,1,1,no
415,630,833,395,599,205,211,178,1,0,x
506,495,832,704,886,45,186,87,0,1,him
910,582,842,616,735,39,138,86,0,0,four
660,375,813,863,649,112,109,180,0,0,home
621,825,525,624,388,118,33,145,1,0,opposite
364,689,827,426,452,117,193,78,1,1,hand
870,826,573,586,802,212,120,217,1,1,years
347,499,641,348,865,213,235,165,0,1,when
520,482,500,587,530,57,216,109,0,0,yesterday
645,393,464,509,579,137,54,214,0,1,why
362,481,532,747,555,87,192,248,0,0,hair
325,886,301,424,819,208,63,152,1,1,ten
673,770,714,503,824,30,184,16,1,0,drink
610,856,494,649,391,116,40,121,1,1,opposite
690,765,633,721,917,181,76,56,0,1,thank
392,694,388,726,589,132,141,29,0,0,hello
759,929,709,351,702,177,62,135,1,0,r
536,753,585,628,513,158,38,137,1,0,where
382,433,324,401,462,53,34,48,1,0,e
598,635,624,396,484,184,209,195,0,0,hour
459,360,444,398,769,92,159,234,1,0,outside
507,582,743,520,805,84,242,27,0,0,which
750,556,709,833,795,211,176,131,1,0,food
546,793,484,578,619,172,147,150,1,1,s
541,477,723,508,822,129,163,205,1,0,apple
382,763,818,810,474,157,223,209,0,1,two
639,776,759,498,852,30,165,39,1,0,drink
731,831,400,460,776,51,202,92,0,0,i
482,916,836,878,364,77,126,193,0,0,twenty
577,570,593,420,498,173,196,217,0,0,hour
652,432,568,606,852,94,20,16,1,0,other
895,790,628,446,438,147,188,76,0,1,have
523,766,422,576,625,184,155,156,1,1,s
690,343,836,858,645,116,73,207,0,0,home
793,324,347,848,747,92,202,179,0,1,nine
684,400,429,500,601,120,73,208,0,1,why
608,843,747,425,462,66,32,205,0,0,has
668,854,567,548,650,112,67,55,1,1,q
513,733,573,576,566,166,43,138,1,0,where
580,612,575,417,510,196,207,179,0,0,hour
524,601,786,548,782,55,227,33,0,0,which
400,672,571,704,485,43,59,117,0,1,l
330,849,376,456,784,193,48,153,1,0,ten
693,734,448,447,528,35,47,193,0,1,house
596,572,535,601,859,99,70,109,0,1,hands
644,826,584,558,633,126,65,64,1,0,q
463,502,817,666,878,19,190,105,0,1,him
637,393,583,563,873,70,87,64,1,0,eight
815,890,593,600,829,220,88,233,1,1,years
626,398,558,610,867,74,113,65,1,0,eight
560,819,441,598,644,168,127,161,1,1,s
471,332,430,364,777,109,163,217,0,0,outside
564,595,531,646,439,11,202,65,0,1,time
465,850,843,896,607,165,183,17,1,0,their
482,856,820,847,650,156,202,29,1,0,their
361,514,598,413,831,233,238,170,0,1,when
881,439,690,615,581,176,22,243,1,0,m
765,362,328,886,710,79,197,184,0,1,nine
380,544,825,554,504,96,161,193,0,0,fifty
609,364,610,629,889,51,101,59,1,0,eight
790,827,419,660,462,117,154,178,1,1,once
523,694,529,632,579,180,24,157,1,0,where
629,811,500,452,758,193,82,124,1,0,g
461,477,773,566,691,134,216,193,0,1,water
721,749,611,705,814,184,80,75,0,1,thank
585,916,526,648,414,110,9,136,1,0,opposite
630,708,525,452,746,214,94,127,1,0,g
894,558,574,790,470,199,24,197,1,1,j
723,426,511,829,819,234,52,183,0,1,half
674,606,810,358,609,127,117,79,1,0,what
362,695,636,683,466,53,58,135,1,0,l
589,455,546,411,491,68,64,200,0,1,hungry
364,872,475,580,435,96,108,143,0,1,hours
437,869,813,854,626,171,176,28,1,0,their
847,873,652,448,397,174,219,83,0,1,have
795,867,691,399,698,162,62,135,1,0,r
406,685,342,746,641,116,144,34,0,1,hello
677,442,470,523,603,143,72,206,0,1,why
648,769,454,810,835,98,191,61,1,1,b
810,832,438,559,433,78,75,169,0,1,five
732,829,453,669,501,94,167,220,1,1,once
429,609,471,753,423,196,196,45,1,1,thirty
917,599,571,753,482,209,23,208,1,1,j
598,364,569,581,902,67,20,54,1,0,other
784,386,353,814,740,83,205,200,0,1,nine
370,640,841,542,386,212,223,61,1,1,old
530,768,456,541,591,177,140,164,1,1,s
510,432,726,523,881,111,192,213,0,0,apple
670,711,462,824,865,122,181,119,0,1,happy
548,602,615,422,467,200,189,200,0,0,hour
626,379,611,565,880,71,86,53,1,1,eight
485,697,506,575,530,161,38,151,1,0,where
821,483,601,706,514,79,247,108,0,0,you
709,485,553,851,813,212,58,176,0,1,half
425,766,695,781,652,55,145,80,0,1,sixty
488,833,406,529,901,87,164,95,0,0,three
726,838,417,412,768,55,191,79,0,0,i
612,597,690,407,729,160,234,72,1,0,t
430,593,768,390,604,212,187,157,1,0,x
515,797,436,576,614,178,124,151,1,1,s
803,850,451,542,367,80,66,179,1,1,five
789,381,334,853,704,71,206,168,0,0,nine
509,796,427,596,575,196,148,167,1,1,s
455,328,488,358,733,110,137,213,0,0,outside
790,526,702,825,823,221,168,122,1,0,food
461,898,760,901,425,100,133,207,0,0,twenty
824,852,592,578,780,211,102,230,1,1,years
611,567,543,660,394,41,179,56,0,0,time
468,841,455,584,588,171,124,140,1,1,s
405,607,556,427,884,199,192,45,0,0,n
686,381,591,623,876,57,32,36,1,0,other
549,453,796,632,798,33,35,146,1,1,eat
875,343,518,723,550,137,52,208,0,0,how
615,530,504,391,461,196,118,163,0,0,six
883,508,758,700,844,5,83,146,0,1,p
688,843,502,754,369,154,44,125,1,1,yes
862,452,871,409,604,32,220,158,1,0,hate
547,606,669,461,804,34,222,32,1,0,seven
599,884,578,696,409,99,14,163,1,0,opposite
766,807,380,391,405,114,101,98,0,0,of
338,630,873,553,375,202,217,57,1,1,old
799,831,407,393,424,135,73,95,0,0,of
797,343,338,874,757,98,194,192,0,0,nine
365,652,860,533,381,216,221,67,1,1,old
590,570,731,411,745,176,220,94,1,0,t
524,572,448,388,455,232,243,57,1,1,them
643,355,808,896,671,121,74,214,0,0,home
613,867,451,890,471,193,175,83,1,0,head
748,409,715,341,524,126,210,94,1,0,year
418,420,364,324,486,30,45,41,1,0,e
893,529,754,770,872,26,91,153,0,1,p
613,756,552,457,699,203,67,117,1,0,g
858,298,347,815,781,241,161,90,1,0,he
392,842,344,460,818,208,34,164,1,0,ten
583,606,571,665,390,28,202,84,0,1,time
796,861,439,576,403,69,78,179,0,1,five
549,823,426,724,717,178,54,107,0,1,one
458,850,820,873,626,136,197,13,1,0,their
442,639,806,389,629,215,164,161,1,0,x
466,664,425,353,488,75,214,186,1,1,her
629,671,821,366,599,136,87,82,1,0,what
344,853,782,499,378,79,88,123,1,1,a
662,860,497,762,356,188,31,126,1,1,yes
519,556,491,369,439,250,222,34,1,1,them
567,634,702,462,444,99,94,148,1,0,u
536,463,883,854,415,69,65,184,0,1,k
614,584,470,594,805,89,82,109,0,0,hands
597,874,531,682,395,136,47,128,1,0,opposite
441,612,785,461,599,215,215,167,1,0,x
807,375,341,830,707,118,220,200,0,1,nine
558,723,832,743,828,183,74,149,0,1,f
861,860,588,540,828,246,97,230,1,1,years
637,474,436,871,474,128,109,61,0,1,y
389,624,765,413,582,195,174,160,1,0,x
428,470,724,529,723,130,235,181,0,1,water
620,785,532,446,737,187,55,145,1,1,g
646,387,531,638,896,58,3,71,1,0,other
783,827,445,625,476,115,156,211,1,1,once
556,438,479,525,489,53,170,96,0,0,yesterday
428,475,747,539,673,161,216,201,0,1,water
687,776,748,507,814,23,175,27,1,0,drink
608,689,868,685,893,167,53,158,0,1,f
805,859,417,586,409,63,75,192,0,1,five
494,826,782,897,620,146,190,21,1,0,their
500,771,445,564,624,160,136,162,1,1,s
538,458,716,506,858,140,166,204,1,0,apple
517,411,808,584,792,28,60,139,0,1,eat
601,570,510,597,836,95,86,86,0,1,hands
627,423,825,817,666,103,72,212,0,1,home
495,558,422,367,418,209,248,34,1,1,them
685,718,647,726,875,205,96,66,0,1,thank
357,507,681,369,849,243,238,179,0,1,when
649,487,422,885,433,115,96,50,0,1,y
812,441,612,693,500,92,235,94,0,1,you
432,434,360,360,498,35,55,20,1,0,e
682,852,601,528,653,118,67,66,1,0,q
594,569,510,630,800,93,86,99,0,1,hands
521,584,450,714,877,9,102,39,0,0,w
618,715,489,869,822,143,189,127,0,1,happy
585,390,833,883,647,113,59,205,0,0,home
503,625,407,382,474,71,208,191,1,0,her
373,684,811,426,455,100,210,81,1,1,hand
762,806,736,508,832,217,48,205,0,1,v
356,497,832,553,632,193,84,177,1,1,d
453,574,514,451,919,205,210,27,1,0,n
376,430,827,590,612,193,93,194,1,1,d
338,631,908,535,420,205,204,55,1,1,old
627,714,522,492,722,204,90,126,1,0,g
641,589,494,850,338,44,79,39,1,1,age
620,626,674,467,744,199,234,63,1,0,t
431,582,492,774,371,197,182,36,1,1,thirty
550,395,785,592,755,37,57,132,0,1,eat
535,638,452,670,902,14,101,22,1,0,w
802,904,534,751,402,61,135,223,0,0,take
828,807,429,575,425,77,61,170,0,1,five
527,630,676,436,473,97,96,108,1,0,u
436,340,464,383,755,100,142,235,0,0,outside
549,621,644,407,443,107,80,129,1,0,u
809,857,459,569,414,55,72,176,0,1,five
650,854,756,444,491,59,36,221,1,0,has
639,608,494,822,397,55,71,6,1,1,age
418,359,821,457,379,142,70,114,1,1,no
743,749,735,497,886,202,42,206,0,1,v
819,423,486,421,870,45,151,154,1,0,heavy
880,380,508,773,476,170,68,206,1,0,how
652,769,441,838,840,107,221,64,1,1,b
702,530,751,534,382,86,83,61,1,0,hat
866,841,587,601,841,213,94,226,1,1,years
498,343,471,407,725,89,145,215,1,0,outside
463,725,725,843,645,47,154,66,0,1,sixty
592,598,545,610,436,21,199,67,0,1,time
390,433,521,752,505,110,220,201,0,0,hair
386,654,846,554,418,197,221,64,1,1,old
709,361,664,902,556,34,74,28,0,1,h
468,548,464,393,441,220,226,36,1,1,them
458,837,431,541,885,99,151,108,1,0,three
741,747,732,523,845,202,34,183,0,1,v
766,351,765,395,507,122,219,78,1,0,year
333,813,830,513,395,67,105,133,1,1,a
688,698,458,423,491,17,30,188,0,1,house
659,441,785,878,701,110,99,205,0,0,home
862,338,491,774,533,142,39,180,1,0,how
600,844,745,429,488,69,41,208,0,0,has
678,749,429,479,469,48,19,176,0,1,house
356,427,545,731,517,121,217,219,0,0,hair
602,629,701,404,720,152,247,83,1,1,t
666,773,602,791,911,203,68,76,1,1,thank
839,504,506,706,756,53,73,77,0,0,c
400,546,776,605,516,104,179,145,1,0,fifty
667,799,615,706,907,195,66,66,0,1,thank
377,483,788,551,585,174,103,169,1,1,d
730,530,723,599,373,51,112,54,0,0,hat
